http://twitter.com/up3sn/statuses/812668807902699522	#sn #solinetz #up3sn Deutsche Bahn: Neuer Reise-Rekord an Weihnachten https://t.co/0K6L7AzyUK	True	neutral	Allgemein:neutral
http://twitter.com/Bus\_Fauli/statuses/815509437268037632	Tja @sozialgruppe die @DB_Bahn hat sich auf Zeitreisen spezialisiert.	True	neutral	Allgemein:neutral
http://www.motor-talk.de/forum/om-642-oeltemperatur-zu-niedrig-t5862340.html#post48649654	OM 642 Öltemperatur zu niedrig? | Hallo Reiner, Zitat: Bei mir hat die Diagnose nach ca. 30 min Fahrt im Sommer 95 °C Öltemperatur bei 85 °C Kühlflüssigkeitstemperatur angezeigt, das Ganze ist auch relativ stabil. Das ist ja überhaupt nicht nachvollziehbar. Im Sommer konstant 85 Grad Wasser hört sich komisch an, selbst im Winter pendelt sich meiner immer bei 91 Grad ein. Genauso wie bei meinen Kollegen mit dem gleichen Motor. Sommertemperatur beim Öl konnte ich noch nicht probieren, kann die Werte ja erst seit Anfang Oktober ablesen. Denke aber schon, dass dann auch die 100 Grad auf der Bahn locker erreicht werden. Zitat: Auf 70 °C kühlt das der Fahrtwind nicht runter. Das glaube ich mittlerweile auch nicht, da der Wärmetauscher ja nicht mit Luft durchströmt wird. Aber was ist dann der Grund? Merkwürdig das ist! Gruß, Axel	False	neutral
http://www.kleinezeitung.at/politik/aussenpolitik/5138581/BerlinAnschlag\_Komplizen-Drei-Maenner-in-Tunesien-festgenommen?from=rss	Komplizen? Drei Männer in Tunesien festgenommen « kleinezeitung.at Startseite Politik Außenpolitik Berlin-Anschlag Komplizen? Drei Männer in Tunesien festgenommen Einer davon ist der Neffe des Berlin-Attentäters Anis Amri. Die gefassten Verdächtigen sollen Mitglieder einer Terrorzelle sein, die in Verbindung zu A	False	neutral
http://twitter.com/news\_good/statuses/812644307115143171	Desinfektionstücher und Co. ziemlich nutzlos? Wenn wir mit Bus oder Bahn fahren, wenn wir beim Bäcker bezahlen... https://t.co/SITuDOCjyy	True	neutral	Allgemein:neutral
http://twitter.com/JuliaKlz/statuses/812661847581192200	RT @FuchsPrime: Fährt der Schnee mit der Deutschen Bahn oder warum ist der immer noch nicht angekommen?	True	neutral	Allgemein:neutral
https://www.facebook.com/53367057696/posts/10155171787727697?comment\_id=10155172083322697	Bestimmt ne Bahn nach Ostheim Bestimmt ne Bahn nach Ostheim	True	neutral	Allgemein:neutral
http://twitter.com/black\_w\_keys/statuses/819944966579453952	Klar habe ich die, @DB_Bahn. Für heute 17:31 habe ich aber auch noch eine Zahl zu bieten: 14. Fast nicht der Rede wert...	True	neutral	Allgemein:neutral
http://twitter.com/aufzugswaechter/statuses/815579173234311169	Hamburg Dammtor: zu Gleis 1/2 (S-Bahn) has changed state from ACTIVE to INACTIVE	True	neutral	Allgemein:neutral
http://www.gutefrage.net/frage/wie-viel-kostet-einen-monatskarte-bei-der-deutschen-bahn-in-muenchen-als-jugendlicher#answer-228463826	Wie viel kostet einen Monatskarte bei der deutschen Bahn in München als Jugendlicher? http://www.gutefrage.net/frage/wie-viel-kostet-einen-monatskarte-bei-der-deutschen-bahn-in-muenchen-als-jugendlicher	True	neutral	Allgemein:neutral
http://www.aachener-nachrichten.de/news/wirtschaft/einigung-auf-tarifabschluss-bei-der-bahn-1.1510941	Einigung auf Tarifabschluss bei der Bahn Einigung auf Tarifabschluss bei der Bahn 12. Dezember 2016, 21:28 Uhr In der Tarifrunde bei der Deutschen Bahn haben sich das Unternehmen und die Eisenbahn- und Verkehrsgewerkschaft auf einen weiteren Monat. Das beide Seiten in Berlin mit.	True	neutral	Allgemein:neutral
https://www.facebook.com/108243755882642/posts/1433507993356205	Fitnessvertrag Ambiance Pasing €84 - München Pa... Fitnessvertrag Ambiance Pasing €84 - München Pasing Hat jemand zufällig Interesse an einem Ambiance Fitnessvertrag? Wäre noch eine Restlaufzeit von 14 Monaten. Inkl. Schwimmbad und Spa Bereich und direkt an der S-Bahn Pasing. Würde mich freuen von euch zu hören. Einfach PN.	True	neutral	Allgemein:neutral
http://www.stummiforum.de/viewtopic.php?p=1639352#p1639352	"Re: Holzachtal 2.0 - Kleine Bahn auf kleiner Fläche ""Moinsen! @Thorsten: mmxtra hat geschrieben:Hej! Ok. Es fehlte mir einfach an Fantasie..... Jetzt erkenne ich das Konzept. Sorry. Thorsten Angesichts der Anlagen die ich von dir bisher gesehen habe, ist fehlende Fantasie ein eher seltenes Phänomen @All: Da ich im Moment an der eigentlichen Anlage aus Platzgründen nichts arbeiten kann, möchte ich den oberen Bahnhof "" Harzstein"" als einzelnes Element zum späteren Einbau seperat bauen. Jetzt überlege ich ob es ein eigener Trööt wird oder ich den Bautrööt der ganzen Anlage schon anfange.... Grüßle Andy"""	False	neutral
http://www.newsdump.at/news/bahn-noch-keine-entwarnung-fur-fahrgaste	Bahn: Noch keine Entwarnung für Fahrgäste Bahn: Noch keine Entwarnung für Fahrgäste BERLIN (dpa-AFX) - Das Sturmtief Egon hat in mehreren Teilen Deutschlands Bäume auf Bahnstrecken geweht und damit vor allem am Freitagmorge...	True	neutral	Allgemein:neutral
http://twitter.com/SiebertMichael/statuses/815506630175522816	Bln S Bahn Koepenick Karlshorst 181216 https://t.co/PiKAcvWkUa https://t.co/onbOENB5xf via @YouTube	True	neutral	Allgemein:neutral
http://twitter.com/xPia\_/statuses/808383097926516736	- Bei der Bahn - Jmd: Ich habe gehört, dass Ian nach Deutschland kommt Me: WO? WANN? NACHNAME? VYBBE DIFE8B	True	neutral	Allgemein:neutral
https://www.mainpost.de/regional/main-tauber/Stuttgart-21\;art21526,9431893	Land rechnet sich Chancen im Prozess zu S21 aus STUTTGART Land rechnet sich Chancen im Prozess zu S21 aus STUTTGART Im Streit mit der Bahn um die Übernahme von Mehrkosten für Stuttgart 21 rechnet sich das Land Baden-Württemberg gute Chancen vor Gericht aus.	True	neutral	Allgemein:neutral
http://twitter.com/\_wirtschaft\_/statuses/808216917328756736	Bahn-Tarifverhandlungen gehen nach zwei Tagen Pause weiter https://t.co/7aaLJbV8d0	True	neutral	Allgemein:neutral
https://www.facebook.com/218878791465802/posts/1351402598213410?comment\_id=1351500928203577	Also ich war bzw bin immer noch in Hamburg und... Also ich war bzw bin immer noch in Hamburg und es stimmt, man sah gestern kaum deutsche, sei es in er Bahn, auf der Straße oder in Clubs.	True	neutral	Allgemein:neutral
https://www.instagram.com/p/BOuJy9MlLx4/	Re: ur_markus Ein ungewöhnlicher Blick auf die Gleise der Deutschen Bahn. Frostige Kunstwerke! ❄ #heimat #franken #bayern #bavaria #deinbayern #visitbavaria #deutschland #germany #europa #europe #igersnürnberg #igersfranconia #igersbavaria #igersgermany #srs_germany #loves_united_germany #deutschlandkarte #br_franken #antennebayern #nordbayern_de #winter #eisenbahn #db #bahn #train	True	neutral	Allgemein:neutral
http://twitter.com/Krausebambo/statuses/819806454055997440	Um einen Sitzplatz zu bekommen, singe ich in der Bahn oft laut Nena.	True	neutral	Allgemein:neutral
